売上日,売上金額
2026-10-30,87720
2026-10-31,218880
2026-11-01,14224
2026-11-02,162240
2026-11-03,266616
2026-11-04,224016
2026-11-05,81090
2026-11-06,65279
2026-11-07,300328
2026-11-08,81673
2026-11-09,119163
2026-11-10,130674
2026-11-11,6068
2026-11-12,203889
2026-11-13,108080
2026-11-14,249480
2026-11-15,365615
2026-11-16,290565
2026-11-17,99552
2026-11-18,32528
2026-11-19,104265
2026-11-20,163280
2026-11-21,137826
2026-11-22,177520
2026-11-23,191650
2026-11-24,265790
2026-11-25,129651
2026-11-26,140581
2026-11-27,117612
2026-11-28,9448
2026-11-29,37840
2026-11-30,91560
2026-12-01,264406
2026-12-02,67257
2026-12-03,181400
2026-12-04,426591
2026-12-05,155788
2026-12-06,28215
2026-12-07,14613
2026-12-08,19475
2026-12-09,51712
2026-12-10,161568
2026-12-11,245706
2026-12-12,216629
2026-12-13,175168
2026-12-14,8334
2026-12-15,159600
2026-12-16,283500
2026-12-17,361665
2026-12-18,111774
2026-12-19,239904
2026-12-20,299300
2026-12-21,171500
2026-12-22,156129
2026-12-23,275078
2026-12-24,6423
2026-12-25,76318
2026-12-26,169422
2026-12-27,70560
2026-12-28,115843
2026-12-29,66816
2026-12-30,185544
2026-12-31,122304
2027-01-01,95550
2027-01-02,11736
2027-01-03,199056
2027-01-04,210518
2027-01-05,124470
2027-01-06,253536
2027-01-07,13006
2027-01-08,144540
2027-01-09,147280
2027-01-10,79268
2027-01-11,43036
2027-01-12,83430
2027-01-13,94304
2027-01-14,101764
2027-01-15,175428
2027-01-16,215472
2027-01-17,54600
2027-01-18,46698
2027-01-19,272944
2027-01-20,212760
2027-01-21,126540
2027-01-22,93890
2027-01-23,232500
2027-01-24,172536
2027-01-25,423878
2027-01-26,141317
2027-01-27,326290
2027-01-28,103224
2027-01-29,259875
2027-01-30,401031
2027-01-31,213300
2027-02-01,343600
2027-02-02,411208
2027-02-03,342702
2027-02-04,50730
2027-02-05,62656
2027-02-06,146166
2027-02-07,135459
2027-02-08,11310
2027-02-09,89154
2027-02-10,43668
2027-02-11,288660
2027-02-12,56030
2027-02-13,184960
2027-02-14,301664
2027-02-15,11898
2027-02-16,93651
2027-02-17,277042
2027-02-18,65552
2027-02-19,203605
2027-02-20,305118
2027-02-21,65569
2027-02-22,25047
2027-02-23,208362
2027-02-24,178188
2027-02-25,11928
2027-02-26,257660
2027-02-27,31570
2027-02-28,50025
2027-03-01,310170
2027-03-02,137592
2027-03-03,130476
2027-03-04,42490
2027-03-05,193140
2027-03-06,126657
2027-03-07,90700
2027-03-08,11112
2027-03-09,142732
2027-03-10,188765
2027-03-11,140930
2027-03-12,246428
2027-03-13,166821
2027-03-14,160875
2027-03-15,195821
2027-03-16,220662
2027-03-17,60624
2027-03-18,211418
2027-03-19,199836
2027-03-20,111458
2027-03-21,121992
2027-03-22,64044
2027-03-23,105525
2027-03-24,176850
2027-03-25,199581
2027-03-26,4551
2027-03-27,177072
2027-03-28,467558
2027-03-29,364188
2027-03-30,287520
2027-03-31,124189
2027-04-01,68110
2027-04-02,298044
2027-04-03,76160
2027-04-04,245778
2027-04-05,46480
2027-04-06,25690
2027-04-07,69717
2027-04-08,104016
2027-04-09,257940
2027-04-10,29472
2027-04-11,27312
2027-04-12,133020
2027-04-13,163072
2027-04-14,74777
2027-04-15,40712
2027-04-16,193800
2027-04-17,89880
2027-04-18,70164
2027-04-19,52849
2027-04-20,26310
2027-04-21,86432
2027-04-22,107811
2027-04-23,302533
2027-04-24,182539
2027-04-25,246198
2027-04-26,8748
2027-04-27,99520
2027-04-28,112258
2027-04-29,208868
2027-04-30,372732
2027-05-01,36440
2027-05-02,312320
2027-05-03,271236
2027-05-04,143666
2027-05-05,8368
2027-05-06,178080
2027-05-07,146472
2027-05-08,394632
2027-05-09,29095
2027-05-10,398520
2027-05-11,157339
2027-05-12,186069
2027-05-13,353096
2027-05-14,243356
2027-05-15,119082
2027-05-16,204700
2027-05-17,121635
2027-05-18,213920
2027-05-19,25840
2027-05-20,23338
2027-05-21,12417
2027-05-22,370304
2027-05-23,136338
2027-05-24,100100
2027-05-25,176976
2027-05-26,203796
2027-05-27,419412
2027-05-28,174160
2027-05-29,46395
2027-05-30,23424
2027-05-31,36880
2027-06-01,80601
2027-06-02,199520
2027-06-03,180570
2027-06-04,86750
2027-06-05,35178
2027-06-06,278880
2027-06-07,103532
2027-06-08,273504
2027-06-09,98112
2027-06-10,1650
2027-06-11,64386
2027-06-12,359760
2027-06-13,86211
2027-06-14,282504
2027-06-15,105800
2027-06-16,73767
2027-06-17,378450
2027-06-18,18873
2027-06-19,146795
2027-06-20,209097
2027-06-21,256025
2027-06-22,365976
2027-06-23,80750
2027-06-24,53240
2027-06-25,218680
2027-06-26,102030
2027-06-27,200655
2027-06-28,28070
2027-06-29,44824
2027-06-30,131436
2027-07-01,309917
2027-07-02,106176
2027-07-03,291920
2027-07-04,19625
2027-07-05,76920
2027-07-06,119357
2027-07-07,94996
2027-07-08,22488
2027-07-09,429272
2027-07-10,59374
2027-07-11,234057
2027-07-12,226954
2027-07-13,156690
2027-07-14,133524
2027-07-15,175459
2027-07-16,30894
2027-07-17,60720
2027-07-18,90231
2027-07-19,125944
2027-07-20,393040
2027-07-21,241738
2027-07-22,204000
2027-07-23,151452
2027-07-24,67167
2027-07-25,72224
2027-07-26,154566
2027-07-27,73040
2027-07-28,268840
2027-07-29,164350
2027-07-30,162565
2027-07-31,95312
2027-08-01,41646
2027-08-02,39700
2027-08-03,80161
2027-08-04,152286
2027-08-05,108612
2027-08-06,27524
2027-08-07,78474
2027-08-08,245756
2027-08-09,316710
2027-08-10,35340
2027-08-11,266143
2027-08-12,159168
2027-08-13,190814
2027-08-14,78080
2027-08-15,227220
2027-08-16,32274
2027-08-17,182166
2027-08-18,103478
2027-08-19,153560
2027-08-20,262198
2027-08-21,119132
2027-08-22,402040
2027-08-23,54096
2027-08-24,265586
2027-08-25,14520
2027-08-26,191484
2027-08-27,69576
2027-08-28,325230
2027-08-29,95940
2027-08-30,72964
2027-08-31,136851
2027-09-01,239390
2027-09-02,51150
2027-09-03,130210
2027-09-04,208320
2027-09-05,128580
2027-09-06,178089
2027-09-07,79128
2027-09-08,120050
2027-09-09,176715
2027-09-10,430671
2027-09-11,16520
2027-09-12,179410
2027-09-13,37653
2027-09-14,333829
2027-09-15,4356
2027-09-16,410874
2027-09-17,415245
2027-09-18,133965
2027-09-19,237816
2027-09-20,101413
2027-09-21,113470
2027-09-22,161602
2027-09-23,292008
2027-09-24,116103
2027-09-25,104528
2027-09-26,43868
2027-09-27,52064
2027-09-28,33558
2027-09-29,164145
2027-09-30,38144
2027-10-01,69223
2027-10-02,92805
2027-10-03,36399
2027-10-04,10014
2027-10-05,288162
2027-10-06,249166
2027-10-07,330176
2027-10-08,453984
2027-10-09,414375
2027-10-10,19845
2027-10-11,184425
2027-10-12,221175
2027-10-13,9945
2027-10-14,115804
2027-10-15,254592
2027-10-16,209715
2027-10-17,279531
2027-10-18,271840
2027-10-19,33200
2027-10-20,231480
2027-10-21,220200
2027-10-22,88205
2027-10-23,314160
2027-10-24,54945
2027-10-25,53261
2027-10-26,382382
2027-10-27,50460
2027-10-28,157168
2027-10-29,216090
2027-10-30,412965
2027-10-31,161310
2027-11-01,264328
2027-11-02,349259
2027-11-03,71296
2027-11-04,104688
2027-11-05,396894
2027-11-06,124614
2027-11-07,82593
2027-11-08,119448
2027-11-09,279288
2027-11-10,60526
2027-11-11,66843
2027-11-12,151050
2027-11-13,33439
2027-11-14,55255
2027-11-15,90850
2027-11-16,65379
2027-11-17,126790
2027-11-18,278520
2027-11-19,420993
2027-11-20,59520
2027-11-21,145452
2027-11-22,182864
2027-11-23,35959
2027-11-24,87858
2027-11-25,102300
2027-11-26,135966
2027-11-27,200255
2027-11-28,122912
2027-11-29,299646
2027-11-30,347544
2027-12-01,204250
2027-12-02,163251
2027-12-03,288666
2027-12-04,362052
2027-12-05,81447
2027-12-06,46607
2027-12-07,57332
2027-12-08,33102
2027-12-09,200640
2027-12-10,36998
2027-12-11,208270
2027-12-12,76734
2027-12-13,24396
2027-12-14,238524
2027-12-15,110617
2027-12-16,35958
2027-12-17,153732
2027-12-18,69523
2027-12-19,264880
2027-12-20,89204
2027-12-21,187272
2027-12-22,141680
2027-12-23,130014
2027-12-24,361053
2027-12-25,309920
2027-12-26,72440
2027-12-27,154167
2027-12-28,241934
2027-12-29,120311
2027-12-30,78840
2027-12-31,162426
2028-01-01,281941
2028-01-02,46872
2028-01-03,38125
2028-01-04,71316
2028-01-05,157086
2028-01-06,194150
2028-01-07,163760
2028-01-08,210912
2028-01-09,45657
2028-01-10,80156
2028-01-11,166530
2028-01-12,395324
2028-01-13,172575
2028-01-14,12309
2028-01-15,99026
2028-01-16,83840
2028-01-17,281504
2028-01-18,238431
2028-01-19,131446
2028-01-20,25120
2028-01-21,40698
2028-01-22,456579
2028-01-23,48768
2028-01-24,165792
2028-01-25,2488
2028-01-26,56588
2028-01-27,290700
2028-01-28,60957
2028-01-29,397360
2028-01-30,238976
2028-01-31,114392
2028-02-01,188363
2028-02-02,71020
2028-02-03,238290
2028-02-04,298376
2028-02-05,32656
2028-02-06,78480
2028-02-07,137455
2028-02-08,208170
2028-02-09,139594
2028-02-10,78288
2028-02-11,137768
2028-02-12,393341
2028-02-13,11977
2028-02-14,116809
2028-02-15,206364
2028-02-16,126873
2028-02-17,32480
2028-02-18,127260
2028-02-19,145996
2028-02-20,43968
2028-02-21,18440
2028-02-22,58870
2028-02-23,257376
2028-02-24,62550
2028-02-25,272384
2028-02-26,197736
2028-02-27,23940
2028-02-28,38269
2028-02-29,119180
2028-03-01,160758
2028-03-02,317056
2028-03-03,92820
2028-03-04,104181
2028-03-05,369852
2028-03-06,55458
2028-03-07,264132
2028-03-08,185176
2028-03-09,216008
2028-03-10,427968
2028-03-11,316200
2028-03-12,55572
2028-03-13,4592
2028-03-14,299040
2028-03-15,44297
2028-03-16,194718
2028-03-17,295200
2028-03-18,62520
2028-03-19,169140
2028-03-20,81445
2028-03-21,106488
2028-03-22,134138
2028-03-23,98800
2028-03-24,19140
2028-03-25,350100
2028-03-26,231812
2028-03-27,101856
2028-03-28,399668
2028-03-29,470915
2028-03-30,59754
2028-03-31,16204
2028-04-01,52644
2028-04-02,38484
2028-04-03,76868
2028-04-04,259799
2028-04-05,143021
2028-04-06,121694
2028-04-07,150416
2028-04-08,55986
2028-04-09,51989
2028-04-10,223602
2028-04-11,243474
2028-04-12,243102
2028-04-13,24060
2028-04-14,379467
2028-04-15,213752
2028-04-16,175902
2028-04-17,39072
2028-04-18,177888
2028-04-19,76512
2028-04-20,32496
2028-04-21,188797
2028-04-22,147849
2028-04-23,204672
2028-04-24,212520
2028-04-25,86900
2028-04-26,58520
2028-04-27,163305
2028-04-28,40176
2028-04-29,58992
2028-04-30,82380
2028-05-01,123240
2028-05-02,151360
2028-05-03,228683
2028-05-04,242590
2028-05-05,37628
2028-05-06,174824
2028-05-07,117572
2028-05-08,80852
2028-05-09,342387
2028-05-10,49455
2028-05-11,128095
2028-05-12,430160
2028-05-13,40788
2028-05-14,160524
2028-05-15,276696
2028-05-16,48034
2028-05-17,63630
2028-05-18,202760
2028-05-19,23870
2028-05-20,7590
2028-05-21,99891
2028-05-22,28136
2028-05-23,61412
2028-05-24,428475
2028-05-25,10003
2028-05-26,45444
2028-05-27,41370
2028-05-28,195734
2028-05-29,178089
2028-05-30,92316
2028-05-31,73640
2028-06-01,241818
2028-06-02,11108
2028-06-03,105147
2028-06-04,224917
2028-06-05,152352
2028-06-06,347424
2028-06-07,36378
2028-06-08,156604
2028-06-09,63974
2028-06-10,33390
2028-06-11,465402
2028-06-12,380370
2028-06-13,28392
2028-06-14,361140
2028-06-15,417312
2028-06-16,144720
2028-06-17,35424
2028-06-18,103467
2028-06-19,14979
2028-06-20,91875
2028-06-21,17920
2028-06-22,75330
2028-06-23,242151
2028-06-24,168532
2028-06-25,142844
2028-06-26,102660
2028-06-27,199728
2028-06-28,330900
2028-06-29,234430
2028-06-30,311673
2028-07-01,189867
2028-07-02,53805
2028-07-03,328517
2028-07-04,236880
2028-07-05,128480
2028-07-06,133531
2028-07-07,92895
2028-07-08,149978
2028-07-09,90372
2028-07-10,385212
2028-07-11,24633
2028-07-12,203170
2028-07-13,198880
2028-07-14,43173
2028-07-15,75663
2028-07-16,147204
2028-07-17,220156
2028-07-18,344252
2028-07-19,274120
2028-07-20,216684
2028-07-21,42280
2028-07-22,178332
2028-07-23,68404
2028-07-24,214937
2028-07-25,153750
2028-07-26,283021
2028-07-27,23584
2028-07-28,68976
2028-07-29,325584
2028-07-30,157182
2028-07-31,235700
2028-08-01,208504
2028-08-02,233714
2028-08-03,152500
2028-08-04,309814
2028-08-05,304704
2028-08-06,133574
2028-08-07,205296
2028-08-08,85605
2028-08-09,449132
2028-08-10,460318
2028-08-11,232484
2028-08-12,66612
2028-08-13,267840
2028-08-14,172480
2028-08-15,44860
2028-08-16,164832
2028-08-17,68860
2028-08-18,156456
2028-08-19,454480
2028-08-20,20064
2028-08-21,51408
2028-08-22,299289
2028-08-23,291200
2028-08-24,110950
2028-08-25,81068
2028-08-26,204951
2028-08-27,414446
2028-08-28,246760
2028-08-29,78918
2028-08-30,38784
2028-08-31,109461
2028-09-01,243588
2028-09-02,87768
2028-09-03,220524
2028-09-04,128704
2028-09-05,166019
2028-09-06,100418
2028-09-07,211356
2028-09-08,76736
2028-09-09,113900
2028-09-10,374496
2028-09-11,69290
2028-09-12,8218
2028-09-13,239184
2028-09-14,10698
2028-09-15,151788
2028-09-16,164650
2028-09-17,12052
2028-09-18,127192
2028-09-19,23424
2028-09-20,160677
2028-09-21,43362
2028-09-22,32160
2028-09-23,351890
2028-09-24,268224
2028-09-25,319970
2028-09-26,27454
2028-09-27,153600
2028-09-28,129804
2028-09-29,119100
2028-09-30,139464
2028-10-01,185201
2028-10-02,33144
2028-10-03,217569
2028-10-04,21245
2028-10-05,49680
2028-10-06,225130
2028-10-07,36852
2028-10-08,8394
2028-10-09,97380
2028-10-10,98595
2028-10-11,89870
2028-10-12,200496
2028-10-13,57785
2028-10-14,360558
2028-10-15,92180
2028-10-16,189080
2028-10-17,119275
2028-10-18,131152
2028-10-19,281135
2028-10-20,25848
2028-10-21,124485
2028-10-22,341577
2028-10-23,99504
2028-10-24,65808
2028-10-25,59328
2028-10-26,89922
2028-10-27,63259
2028-10-28,9980
2028-10-29,6174
2028-10-30,246380
2028-10-31,101940
2028-11-01,229442
2028-11-02,22847
2028-11-03,35178
2028-11-04,4476
2028-11-05,163215
2028-11-06,188774
2028-11-07,252590
2028-11-08,285729
2028-11-09,301799
2028-11-10,7335
2028-11-11,160034
2028-11-12,123093
2028-11-13,38004
2028-11-14,77790
2028-11-15,481140
2028-11-16,286848
2028-11-17,116375
2028-11-18,125902
2028-11-19,98364
2028-11-20,97614
2028-11-21,17394
2028-11-22,37661
2028-11-23,12256
2028-11-24,65718
2028-11-25,17772
2028-11-26,34728
2028-11-27,368406
2028-11-28,380625
2028-11-29,179529
2028-11-30,425684
2028-12-01,110400
2028-12-02,368862
2028-12-03,168980
2028-12-04,60507
2028-12-05,24424
2028-12-06,207176
2028-12-07,124800
2028-12-08,72427
2028-12-09,110745
2028-12-10,195020
2028-12-11,149985
2028-12-12,361620
2028-12-13,141564
2028-12-14,134064
2028-12-15,255801
2028-12-16,99360
2028-12-17,93444
2028-12-18,107156
2028-12-19,13977
2028-12-20,192044
2028-12-21,389256
2028-12-22,38290
2028-12-23,75660
2028-12-24,137312
2028-12-25,167401
2028-12-26,186276
2028-12-27,142050
2028-12-28,36890
2028-12-29,214914
2028-12-30,222300
2028-12-31,279976
2029-01-01,72390
2029-01-02,224145
2029-01-03,175032
2029-01-04,91104
2029-01-05,265512
2029-01-06,56967
2029-01-07,278400
2029-01-08,350304
2029-01-09,100862
2029-01-10,87166
2029-01-11,9006
2029-01-12,68320
2029-01-13,125790
2029-01-14,311934
2029-01-15,109388
2029-01-16,51520
2029-01-17,219600
2029-01-18,86306
2029-01-19,16168
2029-01-20,169678
2029-01-21,34600
2029-01-22,271656
2029-01-23,112608
2029-01-24,184415
2029-01-25,264720
2029-01-26,237850
2029-01-27,15827
2029-01-28,159659
2029-01-29,280127
2029-01-30,68596
2029-01-31,253640
2029-02-01,180752
2029-02-02,157964
2029-02-03,419615
2029-02-04,44992
2029-02-05,317030
2029-02-06,177816
2029-02-07,84618
2029-02-08,38016
2029-02-09,71349
2029-02-10,206280
2029-02-11,73152
2029-02-12,129960
2029-02-13,108940
2029-02-14,25720
2029-02-15,36306
2029-02-16,58920
2029-02-17,315898
2029-02-18,46871
2029-02-19,26516
2029-02-20,45088
2029-02-21,118395
2029-02-22,354050
2029-02-23,304896
2029-02-24,256168
2029-02-25,194635
2029-02-26,103894
2029-02-27,254820
2029-02-28,159620
2029-03-01,229964
2029-03-02,202230
2029-03-03,162840
2029-03-04,123481
2029-03-05,177612
2029-03-06,53889
2029-03-07,205004
2029-03-08,282870
2029-03-09,27929
2029-03-10,417053
2029-03-11,76670
2029-03-12,54242
2029-03-13,100521
2029-03-14,31815
2029-03-15,86583
2029-03-16,157434
2029-03-17,124700
2029-03-18,47177
2029-03-19,63650
2029-03-20,116174
2029-03-21,4836
2029-03-22,64500
2029-03-23,136320
2029-03-24,124748
2029-03-25,188730
2029-03-26,138803
2029-03-27,25440
2029-03-28,39411
2029-03-29,306180
2029-03-30,25278
2029-03-31,259716
2029-04-01,68596
2029-04-02,96026
2029-04-03,152530
2029-04-04,83472
2029-04-05,198789
2029-04-06,178584
2029-04-07,37275
2029-04-08,80121
2029-04-09,137327
2029-04-10,150066
2029-04-11,113778
2029-04-12,223184
2029-04-13,39970
2029-04-14,174391
2029-04-15,128010
2029-04-16,362271
2029-04-17,3906
2029-04-18,289536
2029-04-19,15088
2029-04-20,216477
2029-04-21,14003
2029-04-22,173907
2029-04-23,117240
2029-04-24,6726
2029-04-25,140012
2029-04-26,79361
2029-04-27,154757
2029-04-28,206784
2029-04-29,124207
2029-04-30,255474
2029-05-01,231455
2029-05-02,21595
2029-05-03,86094
2029-05-04,126360
2029-05-05,46620
2029-05-06,314732
2029-05-07,42598
2029-05-08,337050
2029-05-09,367080
2029-05-10,159450
2029-05-11,8792
2029-05-12,62432
2029-05-13,199260
2029-05-14,50344
2029-05-15,171915
2029-05-16,115025
2029-05-17,12400
2029-05-18,62465
2029-05-19,80613
2029-05-20,201853
2029-05-21,106300
2029-05-22,206272
2029-05-23,214560
2029-05-24,138435
2029-05-25,362880
2029-05-26,113090
2029-05-27,138818
2029-05-28,218988
2029-05-29,115000
2029-05-30,285415
2029-05-31,195627
2029-06-01,3750
2029-06-02,68576
2029-06-03,3410
2029-06-04,366795
2029-06-05,61236
2029-06-06,108780
2029-06-07,7534
2029-06-08,286700
2029-06-09,125376
2029-06-10,48708
2029-06-11,84852
2029-06-12,84323
2029-06-13,116288
2029-06-14,296905
2029-06-15,263886
2029-06-16,30500
2029-06-17,316512
2029-06-18,15290
2029-06-19,344190
2029-06-20,232128
2029-06-21,115038
2029-06-22,7662
2029-06-23,388800
2029-06-24,39996
2029-06-25,37116
2029-06-26,131790
2029-06-27,196400
2029-06-28,256882
2029-06-29,9784
2029-06-30,4567
2029-07-01,17980
2029-07-02,231534
2029-07-03,93331
2029-07-04,166353
2029-07-05,130845
2029-07-06,324749
2029-07-07,317975
2029-07-08,104370
2029-07-09,117600
2029-07-10,117364
2029-07-11,144243
2029-07-12,283504
2029-07-13,79812
2029-07-14,118611
2029-07-15,135005
2029-07-16,120292
2029-07-17,100184
2029-07-18,208320
2029-07-19,403744
2029-07-20,10032
2029-07-21,22939
2029-07-22,156066
2029-07-23,37332
2029-07-24,80700
2029-07-25,147756
2029-07-26,65940
2029-07-27,123024
2029-07-28,47957
2029-07-29,67310
2029-07-30,214272
2029-07-31,118840
2029-08-01,104440
2029-08-02,139953
2029-08-03,195134
2029-08-04,118067
2029-08-05,6264
2029-08-06,6156
2029-08-07,67338
2029-08-08,83832
2029-08-09,143190
2029-08-10,294840
2029-08-11,49720
2029-08-12,231400
2029-08-13,209526
2029-08-14,27369
2029-08-15,105690
2029-08-16,161385
2029-08-17,17190
2029-08-18,11084
2029-08-19,216544
2029-08-20,5229
2029-08-21,8298
2029-08-22,137088
2029-08-23,55728
2029-08-24,95130
2029-08-25,33040
2029-08-26,17072
2029-08-27,150144
2029-08-28,85064
2029-08-29,112976
2029-08-30,110928
2029-08-31,57698
2029-09-01,189465
2029-09-02,14168
2029-09-03,432250
2029-09-04,327207
2029-09-05,33056
2029-09-06,239580
2029-09-07,202946
2029-09-08,47268
2029-09-09,41160
2029-09-10,413112
2029-09-11,75417
2029-09-12,132191
2029-09-13,341833
2029-09-14,340860
2029-09-15,200739
2029-09-16,319960
2029-09-17,348555
2029-09-18,106788
2029-09-19,280017
2029-09-20,28006
2029-09-21,480247
2029-09-22,180646
2029-09-23,228150
2029-09-24,35500
2029-09-25,160716
2029-09-26,398335
2029-09-27,15305
2029-09-28,109350
2029-09-29,138244
2029-09-30,233142
2029-10-01,33632
2029-10-02,98088
2029-10-03,300948
2029-10-04,88027
2029-10-05,19465
2029-10-06,363870
2029-10-07,84040
2029-10-08,104880
2029-10-09,86264
2029-10-10,81200
2029-10-11,98686
2029-10-12,288750
2029-10-13,14046
2029-10-14,245960
2029-10-15,97980
2029-10-16,71001
2029-10-17,31920
2029-10-18,282410
2029-10-19,7890
2029-10-20,162000
2029-10-21,340690
2029-10-22,192051
2029-10-23,82621
2029-10-24,86319
2029-10-25,138006
2029-10-26,159920
2029-10-27,113080
2029-10-28,203895
2029-10-29,49160
2029-10-30,86598
2029-10-31,181888
2029-11-01,270144
2029-11-02,95391
2029-11-03,107550
2029-11-04,26640
2029-11-05,202026
2029-11-06,56820
2029-11-07,62651
2029-11-08,115934
2029-11-09,154024
2029-11-10,4600
2029-11-11,137760
2029-11-12,125937
2029-11-13,105862
2029-11-14,7620
2029-11-15,116200
2029-11-16,120622
2029-11-17,295020
2029-11-18,98668
2029-11-19,143580
2029-11-20,71150
2029-11-21,68840
2029-11-22,204215
2029-11-23,196461
2029-11-24,92120
2029-11-25,367350
2029-11-26,138932
2029-11-27,270903
2029-11-28,196923
2029-11-29,181026
2029-11-30,354420
2029-12-01,60540
2029-12-02,196510
2029-12-03,29604
2029-12-04,260889
2029-12-05,116143
2029-12-06,117520
2029-12-07,150930
2029-12-08,49099
2029-12-09,148238
2029-12-10,378686
2029-12-11,287664
2029-12-12,136748
2029-12-13,98992
2029-12-14,145878
2029-12-15,40968
2029-12-16,144039
2029-12-17,94984
2029-12-18,134633
2029-12-19,138416
2029-12-20,205160
2029-12-21,297568
2029-12-22,62694
2029-12-23,14784
2029-12-24,98126
2029-12-25,99028
2029-12-26,78880
2029-12-27,218526
2029-12-28,10344
2029-12-29,233889
2029-12-30,80982
2029-12-31,378560
2030-01-01,110262
2030-01-02,281260
2030-01-03,47656
2030-01-04,131481
2030-01-05,85800
2030-01-06,51062
2030-01-07,312284
2030-01-08,248965
2030-01-09,147186
2030-01-10,37692
2030-01-11,27072
2030-01-12,116986
2030-01-13,71136
2030-01-14,263028
2030-01-15,106986
2030-01-16,49426
2030-01-17,400411
2030-01-18,109224
2030-01-19,202686
2030-01-20,129302
2030-01-21,297682
2030-01-22,6406
2030-01-23,345123
2030-01-24,139046
2030-01-25,208692
2030-01-26,110016
2030-01-27,52976
2030-01-28,319532
2030-01-29,144710
2030-01-30,45400
2030-01-31,55764
2030-02-01,21273
2030-02-02,54416
2030-02-03,426360
2030-02-04,179006
2030-02-05,432810
2030-02-06,16016
2030-02-07,317750
2030-02-08,121776
2030-02-09,226024
2030-02-10,77532
2030-02-11,111889
2030-02-12,23824
2030-02-13,71512
2030-02-14,24695
2030-02-15,197148
2030-02-16,182721
2030-02-17,159872
2030-02-18,147511
2030-02-19,118575
2030-02-20,94126
2030-02-21,261609
2030-02-22,13248
2030-02-23,178988
2030-02-24,236176
2030-02-25,120028
2030-02-26,407316
2030-02-27,184052
2030-02-28,75621
2030-03-01,245729
2030-03-02,17230
2030-03-03,260325
2030-03-04,137750
2030-03-05,99810
2030-03-06,207522
2030-03-07,79104
2030-03-08,72237
2030-03-09,28532
2030-03-10,349380
2030-03-11,132132
2030-03-12,4641
2030-03-13,295659
2030-03-14,112716
2030-03-15,28065
2030-03-16,117612
2030-03-17,6162
2030-03-18,17703
2030-03-19,67431
2030-03-20,149325
2030-03-21,131628
2030-03-22,208681
2030-03-23,185136
2030-03-24,9216
2030-03-25,87428
2030-03-26,5020
2030-03-27,159960
2030-03-28,22315
2030-03-29,58014
2030-03-30,4404
2030-03-31,54095
2030-04-01,90180
2030-04-02,61761
2030-04-03,123112
2030-04-04,399411
2030-04-05,304020
2030-04-06,405628
2030-04-07,17520
2030-04-08,26500
2030-04-09,7440
2030-04-10,154230
2030-04-11,38335
2030-04-12,80808
2030-04-13,116610
2030-04-14,110260
2030-04-15,7642
2030-04-16,187350
2030-04-17,177786
2030-04-18,114150
2030-04-19,93458
2030-04-20,323015
2030-04-21,292955
2030-04-22,115980
2030-04-23,281436
2030-04-24,250781
2030-04-25,292880
2030-04-26,34510
2030-04-27,35715
2030-04-28,47245
2030-04-29,19225
2030-04-30,165249
2030-05-01,10899
2030-05-02,116640
2030-05-03,184814
2030-05-04,22670
2030-05-05,167216
2030-05-06,9692
2030-05-07,378560
2030-05-08,189618
2030-05-09,127688
2030-05-10,101808
2030-05-11,216188
2030-05-12,328035
2030-05-13,281190
2030-05-14,376096
2030-05-15,52680
2030-05-16,175714
2030-05-17,172494
2030-05-18,11746
2030-05-19,112135
2030-05-20,68130
2030-05-21,153102
2030-05-22,3915
2030-05-23,169275
2030-05-24,194888
2030-05-25,72990
2030-05-26,62049
2030-05-27,171017
2030-05-28,204789
2030-05-29,292968
2030-05-30,6716
2030-05-31,184002
2030-06-01,316479
2030-06-02,125646
2030-06-03,272160
2030-06-04,455216
2030-06-05,49336
2030-06-06,49584
2030-06-07,353051
2030-06-08,408442
2030-06-09,190371
2030-06-10,240669
2030-06-11,60180
2030-06-12,16155
2030-06-13,84537
2030-06-14,285045
2030-06-15,107460
2030-06-16,296505
2030-06-17,114882
2030-06-18,73440
2030-06-19,156075
2030-06-20,140245
2030-06-21,64008
2030-06-22,97498
2030-06-23,48400
2030-06-24,357028
2030-06-25,165669
2030-06-26,31860
2030-06-27,164803
2030-06-28,36200
2030-06-29,188277
2030-06-30,169875
2030-07-01,136080
2030-07-02,20995
2030-07-03,3427
2030-07-04,374139
2030-07-05,35455
2030-07-06,372280
2030-07-07,136145
2030-07-08,173806
2030-07-09,41692
2030-07-10,58632
2030-07-11,176712
2030-07-12,166050
2030-07-13,197262
2030-07-14,73340
2030-07-15,131706
2030-07-16,57452
2030-07-17,91498
2030-07-18,100320
2030-07-19,203895
2030-07-20,124652
2030-07-21,126504
2030-07-22,90509
2030-07-23,121875
2030-07-24,327876
2030-07-25,117639
2030-07-26,15085
2030-07-27,284460
2030-07-28,69134
2030-07-29,107375
2030-07-30,65340
2030-07-31,176250
2030-08-01,37185
2030-08-02,390847
2030-08-03,187824
2030-08-04,41136
2030-08-05,200285
2030-08-06,2298
2030-08-07,42406
2030-08-08,5778
2030-08-09,185465
2030-08-10,301523
2030-08-11,57052
2030-08-12,105564
2030-08-13,111720
2030-08-14,309852
2030-08-15,99562
2030-08-16,79044
2030-08-17,212925
2030-08-18,1168
2030-08-19,62088
2030-08-20,41773
2030-08-21,244216
2030-08-22,4942
2030-08-23,414117
2030-08-24,281151
2030-08-25,153436
2030-08-26,218253
2030-08-27,34248
2030-08-28,181202
